"Part";"Value";"Device";"Package";"Description";"";
"1";"SEWTAP-NOHOLE2";"SEWTAP-NOHOLE2";"PETAL-NOHOLE-2SIDE";"";"";
"2";"SEWTAP-NOHOLE2";"SEWTAP-NOHOLE2";"PETAL-NOHOLE-2SIDE";"";"";
"3";"SEWTAP-NOHOLE2";"SEWTAP-NOHOLE2";"PETAL-NOHOLE-2SIDE";"";"";
"4";"SEWTAP-NOHOLE2";"SEWTAP-NOHOLE2";"PETAL-NOHOLE-2SIDE";"";"";
"A2/16";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"A3/17";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"A4/18";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"A5/19";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"B1";"Buzzer";"BUZZERSMD2";"BUZZER-CCV";"Buzzer 12mm";"";
"C1";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C2";"47uF";"CAP_POL3528";"EIA3528";"Capacitor Polarized";"";
"C3";"1.0uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C4";"0.1uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C9";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"C10";"4.7uF";"CAP0402-CAP";"0402-CAP";"Capacitor";"";
"D1";"Status";"LED0603";"LED-0603";"LEDs";"";
"D4";"Yellow";"LED0603";"LED-0603";"LEDs";"";
"JP1";"LiPo";"M02-JST-2MM-SMT";"JST-2-SMD";"Header 2";"";
"JP2";"";"ARDUINO_SERIAL_PROGRAMSMD";"1X06-SMD";"";"";
"JP3";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"JP4";"FIDUCIAL1X2";"FIDUCIAL1X2";"FIDUCIAL-1X2";"Fiducial Alignment Points";"";
"LED";"White";"LED1206";"LED-1206";"LEDs";"";
"LED+";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED+1";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED+2";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED+3";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED-";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED-1";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED-2";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED-3";"SEWTAP6";"SEWTAP6";"PETAL-SMALL-2SIDE";"";"";
"LED1";"White";"LED1206";"LED-1206";"LEDs";"";
"LED2";"White";"LED1206";"LED-1206";"LEDs";"";
"LED3";"White";"LED1206";"LED-1206";"LEDs";"";
"LOGO";"LOGO-LPLPA";"LOGO-LPLPA";"LOGO-LPA";"";"";
"PP-GND";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-MISO";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-RST";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"PP-SCK";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"R1";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R2";"10K";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R7";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R8";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R9";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R10";"100";"RESISTOR0603-RES";"0603-RES";"Resistor";"";
"R12";"330";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"R13";"10k";"RESISTOR0402-RES";"0402-RES";"Resistor";"";
"S1";"On/Off";"AYZ0202";"AYZ0202";"SPDT Slide Switch";"";
"S4";"Reset";"SWITCH-MOMENTARY-2SMD";"TACTILE_SWITCH_SMD";"";"";
"TP-DTR";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-RX";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP-TX";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP1";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"TP2";"";"TEST-POINT3X5";"PAD.03X.05";"";"";
"U$1";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$2";"OSHW-LOGOS";"OSHW-LOGOS";"OSHW-LOGO-S";"Open Source Hardware Logo This logo indicates the piece of hardware it is found on incorporates a OSHW license and/or adheres to the definition of open source hardware found here: http://freedomdefined.org/OSHW";"";
"U$4";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$32-";"SEWTAP6";"SEWTAP4";"PETAL-SMALL";"";"";
"U$33+";"SEWTAP6";"SEWTAP4";"PETAL-SMALL";"";"";
"U$37";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$39";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$41";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$43";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U$45";"SEWTAP9";"SEWTAP9";"PETAL-LONG-1-2SIDE";"";"";
"U1";"ATMEGA328";"ATMEGA168";"TQFP32-08";"";"";
"U4";"MCP73831";"MCP73831";"SOT23-5";"Microchip's MCP73831";"";
"Y1";"8MHz";"RESONATORSMD";"RESONATOR-SMD";"Resonator";"";
