"Part";"Value";"Device";"Package";"Description";"BOM";
"C1";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C2";"10uF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C3";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C4";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C6";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"C7";"1uF";"CAP_CERAMIC0603_NO";"0603-NO";"Ceramic Capacitors";"";
"C8";"10µF";"CAP_CERAMIC0805-NOOUTLINE";"0805-NO";"Ceramic Capacitors";"";
"CHG";"ORANGE";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"D3";"RED";"LED0805_NOOUTLINE";"CHIPLED_0805_NOOUTLINE";"LED";"";
"D4";"MBR120";"DIODE-SCHOTTKYSOD-123";"SOD-123";"";"";
"IC1";"CP2104";"CP2104";"QFN24_4MM_SMSC";"CP2104 - USB to UART Bridge";"";
"JP1";"";"HEADER-1X16_MIN";"1X16_ROUND_MIN";"PIN HEADER";"";
"JP3";"";"HEADER-1X12_MIN";"1X12_ROUND_MIN";"";"";
"Q1";"mmbt2222";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";
"Q2";"mmbt2222";"TRANSISTOR_NPNSOT23-3";"SOT23-3";"Transistor NPN";"";
"Q3";"DMG3415U";"MOSFET-P";"SOT23-R";"P-Channel Mosfet";"";
"R1";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R2";"1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R3";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R4";"4.7K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R7";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R10";"1K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R12";"100K";"RESISTOR_0603_NOOUT";"0603-NO";"Resistors";"";
"R13";"10K";"RESISTOR_4PACK";"RESPACK_4X0603";"Resistor Packs (4 resistors)";"";
"SW2";"KMR2";"SWITCH_TACT_SMT4.6X2.8";"BTN_KMR2_4.6X2.8";"SMT Tact Switches";"";
"U$31";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$32";"MOUNTINGHOLE2.5";"MOUNTINGHOLE2.5";"MOUNTINGHOLE_2.5_PLATED";"Mounting Hole";"EXCLUDE";
"U$34";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"U$35";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"FIDUCIAL_1MM";"Fiducial Alignment Points";"EXCLUDE";
"U2";"AP2112-3.3";"VREG_SOT23-5";"SOT23-5";"SOT23-5 Fixed Voltage Regulators";"";
"U3";"MCP73831T-2ACI/OT";"MCP73831/2";"SOT23-5";"MCP73831/2 LIPO Charger";"";
"X1";"JSTPH";"CON_JST_PH_2PIN";"JSTPH2";"JST 2-Pin Right-Angle Connector";"";
"X2";"ESP32_WROOM32_SKINNY";"ESP32_WROOM32_SKINNY";"WROOM32_SKINNY";"";"";
"X4";"20329";"USB_MICRO_20329_V2";"4UCONN_20329_V2";"USB Connectors";"";
